date,product_id,quantity_sold,revenue,profit
2022-01-01,PROD_090,15,11914.95,5425.05
2022-01-01,PROD_091,7,8497.230000000001,4018.9100000000008
2022-01-01,PROD_092,14,10959.76,5276.6
2022-01-01,PROD_093,37,716.3199999999999,249.75
2022-01-01,PROD_094,5,4978.5,2417.1000000000004
2022-01-01,PROD_095,7,16634.03,7204.82
2022-01-01,PROD_096,27,15275.52,4968.8099999999995
2022-01-01,PROD_097,7,7065.52,2551.9200000000005
2022-01-01,PROD_098,11,9144.74,4132.040000000001
2022-01-01,PROD_099,14,24125.78,10388.56
2022-01-01,PROD_100,4,4819.52,1534.1600000000003
2022-01-02,PROD_001,10,951.5999999999999,314.0
2022-01-02,PROD_002,7,1092.3500000000001,407.6100000000001
2022-01-02,PROD_003,11,14934.810000000001,6112.59
2022-01-02,PROD_004,27,2035.2599999999998,673.6499999999999
2022-01-02,PROD_005,9,3006.81,872.55
2022-01-02,PROD_006,13,20325.76,7223.32
2022-01-02,PROD_007,5,12461.300000000001,6171.500000000001
2022-01-02,PROD_008,5,5634.349999999999,2006.6499999999996
2022-01-02,PROD_009,12,39082.56,19439.64
2022-01-02,PROD_010,46,4402.66,2065.3999999999996
2022-01-02,PROD_011,8,12830.96,5616.399999999999
2022-01-02,PROD_012,6,1003.26,362.46000000000004
2022-01-02,PROD_013,8,15377.44,7034.640000000001
2022-01-02,PROD_014,6,2814.6000000000004,870.4200000000003
2022-01-02,PROD_015,8,9245.12,4480.080000000001
2022-01-02,PROD_016,18,28530.18,11520.36
2022-01-02,PROD_017,5,1999.5,998.8
2022-01-02,PROD_018,7,17509.100000000002,5064.780000000002
2022-01-02,PROD_019,9,3258.36,1360.8000000000002
2022-01-02,PROD_020,16,7723.2,2127.5199999999995
2022-01-02,PROD_021,11,1965.15,740.3000000000002
2022-01-02,PROD_022,6,2215.2,603.5399999999998
2022-01-02,PROD_023,8,1493.92,679.2800000000001
2022-01-02,PROD_024,5,6033.85,1440.6
2022-01-02,PROD_025,10,7482.3,3073.6000000000004
2022-01-02,PROD_026,6,13554.060000000001,3802.020000000002
2022-01-02,PROD_027,3,3764.88,1581.8700000000003
2022-01-02,PROD_028,2,1396.48,512.24
2022-01-02,PROD_029,16,1193.76,383.67999999999995
2022-01-02,PROD_030,7,1406.3,439.25
2022-01-02,PROD_031,13,27328.99,12958.529999999999
2022-01-02,PROD_032,3,1208.46,340.71
2022-01-02,PROD_033,11,2587.42,1001.1099999999999
2022-01-02,PROD_034,6,9211.08,3409.8
2022-01-02,PROD_035,13,1960.6599999999999,877.2399999999999
2022-01-02,PROD_036,12,7557.719999999999,2875.2
2022-01-02,PROD_037,44,5280.0,1377.1999999999998
2022-01-02,PROD_038,14,33917.380000000005,13709.36
2022-01-02,PROD_039,19,18860.73,7338.94
2022-01-02,PROD_040,11,3498.55,1274.7900000000002
2022-01-02,PROD_041,13,14194.179999999998,6358.039999999999
2022-01-02,PROD_042,17,16703.18,8259.11
2022-01-02,PROD_043,11,9238.68,3832.6200000000003
2022-01-02,PROD_044,19,29908.089999999997,7853.269999999999
2022-01-02,PROD_045,10,20493.2,10032.800000000003
2022-01-02,PROD_046,18,9210.06,3430.08
2022-01-02,PROD_047,5,2546.8,1132.9500000000003
2022-01-02,PROD_048,9,11536.11,5621.129999999999
2022-01-02,PROD_049,21,4188.45,2091.39
2022-01-02,PROD_050,12,1709.6399999999999,602.64
2022-01-02,PROD_051,9,4281.12,2008.2600000000002
2022-01-02,PROD_052,13,20161.57,8734.440000000002
2022-01-02,PROD_053,3,3975.93,1791.0
2022-01-02,PROD_054,13,6887.4,2112.7599999999998
2022-01-02,PROD_055,12,3438.4800000000005,1662.1200000000003
2022-01-02,PROD_056,7,1961.4699999999998,895.3699999999998
2022-01-02,PROD_057,11,13224.42,4955.9400000000005
2022-01-02,PROD_058,8,5276.96,2476.4
2022-01-02,PROD_059,14,299.74,107.10000000000001
2022-01-02,PROD_061,26,3922.88,1909.1799999999998
2022-01-02,PROD_062,18,7346.16,3299.94
2022-01-02,PROD_063,5,1821.0,837.3
2022-01-02,PROD_064,16,869.28,421.91999999999996
2022-01-02,PROD_065,27,36664.11,13443.300000000003
2022-01-02,PROD_066,4,3582.68,1314.8399999999997
2022-01-02,PROD_067,7,3116.96,1542.1699999999998
2022-01-02,PROD_068,11,22974.93,8075.3200000000015
2022-01-02,PROD_069,19,3092.63,1489.9800000000002
2022-01-02,PROD_070,14,1388.9399999999998,675.92
2022-01-02,PROD_071,1,345.02,149.54
2022-01-02,PROD_072,2,1346.72,455.0
2022-01-02,PROD_073,5,5091.15,2075.2
2022-01-02,PROD_074,9,5282.460000000001,1785.6900000000007
2022-01-02,PROD_075,2,1060.5,487.26
2022-01-02,PROD_076,33,2381.94,738.8700000000002
2022-01-02,PROD_077,7,2545.69,1103.13
2022-01-02,PROD_078,16,9779.52,2985.2800000000007
2022-01-02,PROD_079,31,3621.73,940.8499999999998
2022-01-02,PROD_080,11,11234.08,3595.8999999999996
2022-01-02,PROD_081,6,8384.58,3883.6800000000003
2022-01-02,PROD_082,4,6050.56,2855.6800000000003
2022-01-02,PROD_083,6,6111.96,2551.9199999999996
2022-01-02,PROD_084,18,8029.8,3879.5400000000004
2022-01-02,PROD_085,14,7607.32,3441.7599999999998
2022-01-02,PROD_086,5,2421.65,798.8
2022-01-02,PROD_087,17,17536.69,8427.239999999998
2022-01-02,PROD_088,8,12833.52,5681.92
2022-01-02,PROD_089,8,4867.52,1244.7200000000003
2022-01-02,PROD_090,14,11120.62,5063.38
2022-01-02,PROD_091,4,4855.56,2296.5200000000004
2022-01-02,PROD_092,7,5479.88,2638.3
2022-01-02,PROD_093,24,464.64,162.0
2022-01-02,PROD_094,9,8961.300000000001,4350.780000000001
2022-01-02,PROD_095,18,42773.22,18526.68
2022-01-02,PROD_096,19,10749.44,3496.5699999999997
2022-01-02,PROD_097,10,10093.6,3645.6000000000004
2022-01-02,PROD_098,10,8313.4,3756.4000000000005
2022-01-02,PROD_099,24,41358.479999999996,17808.96
2022-01-02,PROD_100,12,14458.560000000001,4602.480000000001
2022-01-03,PROD_001,11,1046.76,345.4
2022-01-03,PROD_002,8,1248.4,465.84000000000015
2022-01-03,PROD_003,20,27154.2,11113.800000000001
2022-01-03,PROD_004,58,4372.04,1447.0999999999997
2022-01-03,PROD_005,16,5345.44,1551.1999999999998
2022-01-03,PROD_006,16,25016.32,8890.24
2022-01-03,PROD_007,10,24922.600000000002,12343.000000000002
2022-01-03,PROD_008,9,10141.829999999998,3611.9699999999993
2022-01-03,PROD_009,9,29311.920000000002,14579.73
2022-01-03,PROD_010,38,3636.9799999999996,1706.1999999999996
2022-01-03,PROD_011,32,51323.84,22465.599999999995
2022-01-03,PROD_012,13,2173.73,785.3300000000002
2022-01-03,PROD_013,29,55743.22,25500.570000000003
2022-01-03,PROD_014,15,7036.5,2176.0500000000006
2022-01-03,PROD_015,14,16178.960000000001,7840.140000000001
2022-01-03,PROD_016,15,23775.15,9600.3
2022-01-03,PROD_017,23,9197.699999999999,4594.48
2022-01-03,PROD_018,11,27514.300000000003,7958.940000000002
2022-01-03,PROD_019,12,4344.4800000000005,1814.4
2022-01-03,PROD_020,26,12550.199999999999,3457.2199999999993
2022-01-03,PROD_021,20,3573.0,1346.0000000000002
2022-01-03,PROD_022,17,6276.4,1710.0299999999995
2022-01-03,PROD_023,11,2054.1400000000003,934.0100000000001
2022-01-03,PROD_024,24,28962.48,6914.88
2022-01-03,PROD_025,24,17957.52,7376.64
2022-01-03,PROD_026,21,47439.21000000001,13307.070000000007
2022-01-03,PROD_027,25,31374.0,13182.250000000002
2022-01-03,PROD_028,14,9775.36,3585.6800000000003
2022-01-03,PROD_029,51,3805.11,1222.9799999999998
2022-01-03,PROD_030,32,6428.8,2008.0
2022-01-03,PROD_031,15,31533.45,14952.15
2022-01-03,PROD_032,9,3625.38,1022.1299999999999
2022-01-03,PROD_033,12,2822.64,1092.12
2022-01-03,PROD_034,20,30703.600000000002,11366.000000000002
2022-01-03,PROD_035,10,1508.1999999999998,674.8
2022-01-03,PROD_036,32,20153.92,7667.199999999999
2022-01-03,PROD_037,59,7080.0,1846.6999999999998
2022-01-03,PROD_038,7,16958.690000000002,6854.68
2022-01-03,PROD_039,31,30772.77,11974.06
2022-01-03,PROD_040,21,6679.05,2433.6900000000005
2022-01-03,PROD_041,11,12010.46,5379.879999999999
2022-01-03,PROD_042,19,18668.26,9230.77
2022-01-03,PROD_043,22,18477.36,7665.240000000001
2022-01-03,PROD_044,15,23611.649999999998,6199.949999999999
2022-01-03,PROD_045,10,20493.2,10032.800000000003
2022-01-03,PROD_046,29,14838.43,5526.24
2022-01-03,PROD_047,16,8149.76,3625.4400000000005
2022-01-03,PROD_048,20,25635.8,12491.399999999998
2022-01-03,PROD_049,24,4786.799999999999,2390.16
2022-01-03,PROD_050,25,3561.75,1255.5
2022-01-03,PROD_051,7,3329.76,1561.98
2022-01-03,PROD_052,17,26365.13,11421.960000000003
2022-01-03,PROD_053,7,9277.17,4179.0
2022-01-03,PROD_054,24,12715.199999999999,3900.4799999999996
2022-01-03,PROD_055,17,4871.18,2354.6700000000005
2022-01-03,PROD_056,4,1120.84,511.6399999999999
2022-01-03,PROD_057,27,32459.940000000002,12164.580000000002
2022-01-03,PROD_058,18,11873.16,5571.900000000001
2022-01-03,PROD_059,35,749.35,267.75
2022-01-03,PROD_060,13,13628.55,5915.129999999998
2022-01-03,PROD_061,12,1810.56,881.1599999999999
2022-01-03,PROD_062,28,11427.36,5133.240000000001
2022-01-03,PROD_063,17,6191.4,2846.8199999999997
2022-01-03,PROD_064,70,3803.1,1845.8999999999999
2022-01-03,PROD_065,12,16295.16,5974.800000000001
2022-01-03,PROD_066,12,10748.039999999999,3944.519999999999
2022-01-03,PROD_067,17,7569.759999999999,3745.2699999999995
2022-01-03,PROD_068,21,43861.23,15416.520000000002
2022-01-03,PROD_069,15,2441.55,1176.3000000000002
2022-01-03,PROD_070,6,595.26,289.67999999999995
2022-01-03,PROD_071,7,2415.14,1046.78
2022-01-03,PROD_072,19,12793.84,4322.5
2022-01-03,PROD_073,7,7127.610000000001,2905.2799999999997
2022-01-03,PROD_074,26,15260.440000000002,5158.660000000002
2022-01-03,PROD_075,11,5832.75,2679.93
2022-01-03,PROD_076,40,2887.2000000000003,895.6000000000004
2022-01-03,PROD_077,20,7273.400000000001,3151.8
2022-01-03,PROD_078,22,13446.84,4104.760000000001
2022-01-03,PROD_079,42,4906.86,1274.6999999999998
2022-01-03,PROD_080,27,27574.559999999998,8826.3
2022-01-03,PROD_081,7,9782.01,4530.960000000001
2022-01-03,PROD_082,10,15126.400000000001,7139.200000000001
2022-01-03,PROD_083,31,31578.46,13184.919999999998
2022-01-03,PROD_084,17,7583.700000000001,3664.0100000000007
2022-01-03,PROD_085,17,9237.46,4179.28
2022-01-03,PROD_086,27,13076.91,4313.5199999999995
2022-01-03,PROD_087,30,30947.1,14871.599999999997
2022-01-03,PROD_088,31,49729.89,22017.44
2022-01-03,PROD_089,21,12777.240000000002,3267.390000000001
2022-01-03,PROD_090,12,9531.960000000001,4340.04
2022-01-03,PROD_091,9,10925.01,5167.170000000001
2022-01-03,PROD_092,37,28965.08,13945.300000000001
2022-01-03,PROD_093,67,1297.12,452.25
2022-01-03,PROD_094,19,18918.3,9184.980000000001
2022-01-03,PROD_095,7,16634.03,7204.82
2022-01-03,PROD_096,12,6789.12,2208.3599999999997
2022-01-03,PROD_097,15,15140.4,5468.400000000001
2022-01-03,PROD_098,12,9976.08,4507.68
2022-01-03,PROD_099,28,48251.56,20777.12
2022-01-03,PROD_100,26,31326.880000000005,9972.040000000003
2022-01-04,PROD_001,14,1332.24,439.59999999999997
2022-01-04,PROD_002,6,936.3000000000001,349.3800000000001
2022-01-04,PROD_003,25,33942.75,13892.250000000002
2022-01-04,PROD_004,71,5351.98,1771.4499999999996
2022-01-04,PROD_005,20,6681.799999999999,1938.9999999999998
2022-01-04,PROD_006,10,15635.2,5556.4
2022-01-04,PROD_007,28,69783.28,34560.40000000001
2022-01-04,PROD_008,4,4507.48,1605.3199999999997
2022-01-04,PROD_009,7,22798.16,11339.79
2022-01-04,PROD_010,35,3349.85,1571.4999999999998
2022-01-04,PROD_011,18,28869.659999999996,12636.899999999998
2022-01-04,PROD_012,10,1672.1000000000001,604.1000000000001
2022-01-04,PROD_013,17,32677.06,14948.610000000002
2022-01-04,PROD_014,9,4221.900000000001,1305.6300000000006
2022-01-04,PROD_015,24,27735.36,13440.240000000002
2022-01-04,PROD_016,24,38040.24,15360.48
2022-01-04,PROD_017,12,4798.799999999999,2397.12
2022-01-04,PROD_018,27,67535.1,19535.580000000005
2022-01-04,PROD_019,22,7964.88,3326.4000000000005
2022-01-04,PROD_020,14,6757.8,1861.5799999999995
2022-01-04,PROD_021,26,4644.900000000001,1749.8000000000002
2022-01-04,PROD_022,9,3322.7999999999997,905.3099999999997
2022-01-04,PROD_023,20,3734.8,1698.2000000000003
2022-01-04,PROD_024,12,14481.24,3457.44
2022-01-04,PROD_025,13,9726.99,3995.6800000000003
2022-01-04,PROD_026,5,11295.050000000001,3168.3500000000013
2022-01-04,PROD_027,25,31374.0,13182.250000000002
2022-01-04,PROD_028,25,17456.0,6403.0
2022-01-04,PROD_029,56,4178.16,1342.8799999999999
2022-01-04,PROD_030,9,1808.1000000000001,564.75
2022-01-04,PROD_031,21,44146.83,20933.01
2022-01-04,PROD_032,7,2819.74,794.99
2022-01-04,PROD_033,24,5645.28,2184.24
2022-01-04,PROD_034,24,36844.32,13639.2
2022-01-04,PROD_035,10,1508.1999999999998,674.8
2022-01-04,PROD_036,13,8187.529999999999,3114.7999999999997
2022-01-04,PROD_037,61,7320.0,1909.2999999999997
2022-01-04,PROD_038,9,21804.03,8813.16
2022-01-04,PROD_039,14,13897.38,5407.639999999999
2022-01-04,PROD_040,16,5088.8,1854.2400000000002
2022-01-04,PROD_041,8,8734.88,3912.6399999999994
2022-01-04,PROD_042,25,24563.5,12145.75
2022-01-04,PROD_043,20,16797.6,6968.400000000001
2022-01-04,PROD_044,29,45649.189999999995,11986.569999999998
2022-01-04,PROD_045,12,24591.840000000004,12039.360000000002
2022-01-04,PROD_046,29,14838.43,5526.24
2022-01-04,PROD_047,9,4584.24,2039.3100000000004
2022-01-04,PROD_048,17,21790.43,10617.689999999999
2022-01-04,PROD_049,41,8177.45,4083.1899999999996
2022-01-04,PROD_050,23,3276.81,1155.06
2022-01-04,PROD_051,16,7610.88,3570.2400000000002
2022-01-04,PROD_052,6,9305.34,4031.2800000000007
2022-01-04,PROD_053,13,17229.03,7761.0
2022-01-04,PROD_054,10,5298.0,1625.1999999999998
2022-01-04,PROD_055,33,9455.820000000002,4570.830000000001
2022-01-04,PROD_056,5,1401.05,639.5499999999998
2022-01-04,PROD_057,35,42077.700000000004,15768.900000000003
2022-01-04,PROD_058,18,11873.16,5571.900000000001
2022-01-04,PROD_059,39,834.99,298.35
2022-01-04,PROD_060,10,10483.5,4550.0999999999985
2022-01-04,PROD_061,53,7996.639999999999,3891.7899999999995
2022-01-04,PROD_062,30,12243.6,5499.900000000001
2022-01-04,PROD_063,11,4006.2,1842.0599999999997
2022-01-04,PROD_064,70,3803.1,1845.8999999999999
2022-01-04,PROD_065,34,46169.62,16928.600000000002
2022-01-04,PROD_066,12,10748.039999999999,3944.519999999999
2022-01-04,PROD_067,15,6679.2,3304.6499999999996
2022-01-04,PROD_068,14,29240.82,10277.680000000002
2022-01-04,PROD_069,10,1627.7,784.2000000000002
2022-01-04,PROD_070,21,2083.41,1013.8799999999999
2022-01-04,PROD_071,15,5175.299999999999,2243.1
2022-01-04,PROD_072,22,14813.92,5005.0
2022-01-04,PROD_073,5,5091.15,2075.2
2022-01-04,PROD_074,10,5869.400000000001,1984.1000000000008
2022-01-04,PROD_075,12,6363.0,2923.56
2022-01-04,PROD_076,37,2670.6600000000003,828.4300000000003
2022-01-04,PROD_077,11,4000.3700000000003,1733.49
2022-01-04,PROD_078,28,17114.16,5224.240000000002
2022-01-04,PROD_079,77,8995.91,2336.9499999999994
2022-01-04,PROD_080,20,20425.6,6538.0
2022-01-04,PROD_081,18,25153.74,11651.04
2022-01-04,PROD_082,21,31765.440000000002,14992.320000000002
2022-01-04,PROD_083,15,15279.9,6379.799999999999
2022-01-04,PROD_084,24,10706.400000000001,5172.720000000001
2022-01-04,PROD_085,19,10324.22,4670.959999999999
2022-01-04,PROD_086,24,11623.92,3834.24
2022-01-04,PROD_087,22,22694.539999999997,10905.839999999998
2022-01-04,PROD_088,10,16041.900000000001,7102.4
2022-01-04,PROD_089,7,4259.08,1089.13
2022-01-04,PROD_090,19,15092.27,6871.7300000000005
2022-01-04,PROD_091,4,4855.56,2296.5200000000004
2022-01-04,PROD_092,32,25050.88,12060.800000000001
2022-01-04,PROD_093,53,1026.08,357.75
2022-01-04,PROD_094,17,16926.9,8218.140000000001
2022-01-04,PROD_095,23,54654.67,23672.98
2022-01-04,PROD_096,40,22630.4,7361.199999999999
2022-01-04,PROD_097,12,12112.32,4374.720000000001
2022-01-04,PROD_098,11,9144.74,4132.040000000001
2022-01-04,PROD_099,28,48251.56,20777.12
2022-01-04,PROD_100,5,6024.400000000001,1917.7000000000003
2022-01-05,PROD_001,26,2474.16,816.4
2022-01-05,PROD_002,9,1404.45,524.0700000000002
2022-01-05,PROD_003,26,35300.46,14447.940000000002
2022-01-05,PROD_004,42,3165.96,1047.8999999999999
2022-01-05,PROD_005,12,4009.08,1163.3999999999999
2022-01-05,PROD_006,21,32833.92,11668.44
2022-01-05,PROD_007,18,44860.68000000001,22217.4
2022-01-05,PROD_008,10,11268.699999999999,4013.2999999999993
2022-01-05,PROD_009,11,35825.68,17819.670000000002
2022-01-05,PROD_010,21,2009.9099999999999,942.8999999999999
2022-01-05,PROD_011,22,35285.14,15445.099999999997
2022-01-05,PROD_012,11,1839.3100000000002,664.5100000000001
2022-01-05,PROD_013,37,71120.66,32535.210000000006
2022-01-05,PROD_014,6,2814.6000000000004,870.4200000000003
2022-01-05,PROD_015,12,13867.68,6720.120000000001
2022-01-05,PROD_016,26,41210.26,16640.52
2022-01-05,PROD_017,23,9197.699999999999,4594.48
2022-01-05,PROD_018,11,27514.300000000003,7958.940000000002
2022-01-05,PROD_019,12,4344.4800000000005,1814.4
2022-01-05,PROD_020,14,6757.8,1861.5799999999995
2022-01-05,PROD_021,22,3930.3,1480.6000000000004
2022-01-05,PROD_022,10,3692.0,1005.8999999999997
2022-01-05,PROD_023,16,2987.84,1358.5600000000002
2022-01-05,PROD_024,7,8447.39,2016.8400000000001
2022-01-05,PROD_025,28,20950.440000000002,8606.08
2022-01-05,PROD_026,9,20331.090000000004,5703.0300000000025
2022-01-05,PROD_027,15,18824.4,7909.350000000001
2022-01-05,PROD_028,15,10473.6,3841.8
2022-01-05,PROD_029,65,4849.65,1558.6999999999998
2022-01-05,PROD_030,27,5424.3,1694.25
2022-01-05,PROD_031,20,42044.6,19936.199999999997
2022-01-05,PROD_032,14,5639.48,1589.98
2022-01-05,PROD_033,13,3057.86,1183.1299999999999
2022-01-05,PROD_034,11,16886.98,6251.300000000001
2022-01-05,PROD_035,10,1508.1999999999998,674.8
2022-01-05,PROD_036,19,11966.39,4552.4
2022-01-05,PROD_037,40,4800.0,1252.0
2022-01-05,PROD_038,24,58144.08,23501.760000000002
2022-01-05,PROD_039,13,12904.71,5021.38
2022-01-05,PROD_040,17,5406.85,1970.1300000000003
2022-01-05,PROD_041,5,5459.299999999999,2445.3999999999996
2022-01-05,PROD_042,35,34388.9,17004.05
2022-01-05,PROD_043,21,17637.48,7316.820000000001
2022-01-05,PROD_044,12,18889.32,4959.959999999999
2022-01-05,PROD_045,17,34838.44,17055.760000000002
2022-01-05,PROD_046,21,10745.07,4001.76
2022-01-05,PROD_047,16,8149.76,3625.4400000000005
2022-01-05,PROD_048,9,11536.11,5621.129999999999
2022-01-05,PROD_049,44,8775.8,4381.959999999999
2022-01-05,PROD_050,14,1994.58,703.0799999999999
2022-01-05,PROD_051,4,1902.72,892.5600000000001
2022-01-05,PROD_052,15,23263.350000000002,10078.2
2022-01-05,PROD_053,14,18554.34,8358.0
2022-01-05,PROD_054,19,10066.199999999999,3087.8799999999997
2022-01-05,PROD_055,17,4871.18,2354.6700000000005
2022-01-05,PROD_056,9,2521.89,1151.1899999999996
2022-01-05,PROD_057,10,12022.2,4505.400000000001
2022-01-05,PROD_058,24,15830.880000000001,7429.200000000001
2022-01-05,PROD_059,24,513.84,183.60000000000002
2022-01-05,PROD_060,5,5241.75,2275.0499999999993
2022-01-05,PROD_061,42,6336.96,3084.0599999999995
2022-01-05,PROD_062,8,3264.96,1466.64
2022-01-05,PROD_063,24,8740.8,4019.0399999999995
2022-01-05,PROD_064,33,1792.8899999999999,870.2099999999999
2022-01-05,PROD_065,14,19011.02,6970.600000000001
2022-01-05,PROD_066,10,8956.699999999999,3287.0999999999995
2022-01-05,PROD_067,8,3562.24,1762.4799999999998
2022-01-05,PROD_068,10,20886.300000000003,7341.200000000001
2022-01-05,PROD_069,24,3906.4800000000005,1882.0800000000004
2022-01-05,PROD_070,6,595.26,289.67999999999995
2022-01-05,PROD_071,8,2760.16,1196.32
2022-01-05,PROD_072,10,6733.6,2275.0
2022-01-05,PROD_073,5,5091.15,2075.2
2022-01-05,PROD_074,14,8217.16,2777.740000000001
2022-01-05,PROD_075,5,2651.25,1218.15
2022-01-05,PROD_076,62,4475.160000000001,1388.1800000000005
2022-01-05,PROD_077,4,1454.68,630.36
2022-01-05,PROD_078,12,7334.64,2238.9600000000005
2022-01-05,PROD_079,66,7710.78,2003.0999999999997
2022-01-05,PROD_080,17,17361.76,5557.299999999999
2022-01-05,PROD_081,9,12576.87,5825.52
2022-01-05,PROD_082,10,15126.400000000001,7139.200000000001
2022-01-05,PROD_083,6,6111.96,2551.9199999999996
2022-01-05,PROD_084,29,12936.900000000001,6250.370000000001
2022-01-05,PROD_085,18,9780.84,4425.12
2022-01-05,PROD_086,22,10655.26,3514.72
2022-01-05,PROD_087,22,22694.539999999997,10905.839999999998
2022-01-05,PROD_088,37,59355.03,26278.88
2022-01-05,PROD_089,13,7909.720000000001,2022.6700000000005
2022-01-05,PROD_090,13,10326.29,4701.71
2022-01-05,PROD_091,14,16994.460000000003,8037.8200000000015
2022-01-05,PROD_092,23,18005.32,8668.7
2022-01-05,PROD_093,18,348.48,121.5
2022-01-05,PROD_094,25,24892.5,12085.500000000002
2022-01-05,PROD_095,20,47525.8,20585.2
2022-01-05,PROD_096,28,15841.279999999999,5152.839999999999
2022-01-05,PROD_097,9,9084.24,3281.0400000000004
2022-01-05,PROD_098,21,17458.14,7888.4400000000005
2022-01-05,PROD_099,12,20679.239999999998,8904.48
